ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2,P_0A2_F,P_0A2_M,P_3YMAS,P_3YMAS_F,P_3YMAS_M,P_5YMAS,P_5YMAS_F,P_5YMAS_M,P_12YMAS,P_12YMAS_F,P_12YMAS_M,P_15YMAS,P_15YMAS_F,P_15YMAS_M,P_18YMAS,P_18YMAS_F,P_18YMAS_M,P_3A5,P_3A5_F,P_3A5_M,P_6A11,P_6A11_F,P_6A11_M,P_8A14,P_8A14_F,P_8A14_M,P_12A14,P_12A14_F,P_12A14_M,P_15A17,P_15A17_F,P_15A17_M,P_18A24,P_18A24_F,P_18A24_M,P_15A49_F,P_60YMAS,P_60YMAS_F,P_60YMAS_M
09,Ciudad de México,013,Xochimilco,0237,El Cedral," 99°07'04.545"" W","19°12'57.745"" N",2397,28,13,15,0,0,0,28,13,15,27,13,14,25,13,12,20,10,10,17,9,8,1,0,1,2,0,2,7,3,4,5,3,2,3,1,2,2,1,1,6,3,2,1
09,Ciudad de México,013,Xochimilco,0238,La Espejera," 99°03'24.945"" W","19°15'44.832"" N",2227,40,17,23,4,1,3,36,16,20,35,16,19,28,14,14,26,12,14,23,10,13,2,1,1,6,1,5,8,3,5,2,2,0,3,2,1,4,1,3,9,2,1,1
09,Ciudad de México,013,Xochimilco,0239,Ahuatitla (Texcopaxuli)," 99°03'15.298"" W","19°13'52.973"" N",2370,232,108,124,16,8,8,216,100,116,212,98,114,178,86,92,161,79,82,146,72,74,11,5,6,27,9,18,32,13,19,17,7,10,15,7,8,28,13,15,64,12,7,5
09,Ciudad de México,013,Xochimilco,0242,Atenco (Tlaquilpa)," 99°03'17.623"" W","19°15'23.200"" N",2231,47,21,26,0,0,0,47,21,26,45,19,26,41,19,22,39,19,20,39,19,20,2,2,0,4,0,4,6,0,6,2,0,2,0,0,0,14,8,6,15,4,1,3
09,Ciudad de México,013,Xochimilco,0243,Naxayopa," 99°03'32.479"" W","19°15'32.060"" N",2227,227,115,112,14,8,6,213,107,106,202,100,102,170,86,84,163,84,79,151,77,74,14,10,4,29,11,18,23,8,15,7,2,5,12,7,5,28,15,13,62,19,9,10
09,Ciudad de México,013,Xochimilco,0244,Coapantitla," 99°03'24.033"" W","19°15'24.745"" N",2229,62,29,33,6,4,2,56,25,31,54,24,30,48,20,28,40,16,24,36,14,22,4,3,1,4,2,2,12,6,6,8,4,4,4,2,2,6,0,6,14,4,2,2
09,Ciudad de México,013,Xochimilco,0246,Francisco Villa (Tepejoyuca)," 99°04'38.468"" W","19°13'24.803"" N",2494,27,8,19,1,1,0,26,7,19,26,7,19,24,7,17,22,7,15,20,6,14,0,0,0,2,0,2,4,0,4,2,0,2,2,1,1,5,0,5,4,3,1,2
09,Ciudad de México,013,Xochimilco,0249,Chililico," 99°05'30.230"" W","19°15'55.136"" N",2229,113,57,56,8,6,2,105,51,54,102,49,53,83,37,46,74,33,41,72,33,39,7,5,2,15,9,6,18,10,8,9,4,5,2,0,2,12,6,6,22,7,4,3
09,Ciudad de México,013,Xochimilco,0251,Camino al Panteón (Las Cruces)," 99°07'38.581"" W","19°13'17.824"" N",2453,54,25,29,2,0,2,52,25,27,51,25,26,39,20,19,35,17,18,30,14,16,1,0,1,12,5,7,12,7,5,4,3,1,5,3,2,7,3,4,14,2,0,2
09,Ciudad de México,013,Xochimilco,0252,Texopantitla (Chocolines)," 99°08'06.820"" W","19°14'35.639"" N",2360,182,100,82,7,3,4,175,97,78,172,96,76,158,89,69,145,79,66,135,74,61,4,1,3,13,7,6,22,14,8,13,10,3,10,5,5,23,10,13,60,16,11,5
09,Ciudad de México,013,Xochimilco,0253,Ilimunxutitla," 99°06'30.807"" W","19°11'32.103"" N",2761,71,40,31,2,1,1,69,39,30,69,39,30,57,33,24,52,31,21,48,27,21,2,1,1,10,5,5,10,4,6,5,2,3,4,4,0,7,5,2,25,8,4,4
09,Ciudad de México,013,Xochimilco,0257,Los Pinos (Tecacahuaco)," 99°08'24.324"" W","19°14'07.119"" N",2402,341,160,181,10,4,6,331,156,175,315,148,167,279,132,147,258,123,135,239,116,123,24,13,11,28,11,17,38,15,23,21,9,12,19,7,12,36,17,19,92,28,13,15
09,Ciudad de México,013,Xochimilco,0258,Temamatla," 99°08'15.966"" W","19°14'09.338"" N",2386,168,80,88,9,3,6,159,77,82,157,75,82,140,66,74,132,63,69,117,59,58,5,2,3,14,9,5,19,10,9,8,3,5,15,4,11,20,10,10,48,10,5,5
09,Ciudad de México,013,Xochimilco,0261,Milahuaytitla," 99°02'57.312"" W","19°14'25.833"" N",2382,36,17,19,1,0,1,35,17,18,35,17,18,33,16,17,31,16,15,27,13,14,1,0,1,1,1,0,3,1,2,2,0,2,4,3,1,6,3,3,13,3,1,2
09,Ciudad de México,013,Xochimilco,0262,Nochicala (Pajaritos)," 99°02'15.485"" W","19°14'31.277"" N",2439,44,22,22,2,0,2,42,22,20,40,22,18,38,22,16,37,22,15,37,22,15,2,0,2,2,0,2,3,0,3,1,0,1,0,0,0,3,3,0,16,7,5,2
09,Ciudad de México,013,Xochimilco,0263,San Juan Diego (Matlacuaitla)," 99°02'39.800"" W","19°14'35.392"" N",2372,62,39,23,1,1,0,61,38,23,58,37,21,55,34,21,53,33,20,52,32,20,3,1,2,3,3,0,3,2,1,2,1,1,1,1,0,5,3,2,20,9,5,4
09,Ciudad de México,013,Xochimilco,0264,Paraje Tlahuiteco," 99°07'20.106"" W","19°11'31.420"" N",2691,25,12,13,0,0,0,25,12,13,24,12,12,17,9,8,14,7,7,13,7,6,3,1,2,5,2,3,7,3,4,3,2,1,1,0,1,0,0,0,5,1,1,0
09,Ciudad de México,013,Xochimilco,0265,Moyocalco," 99°08'06.932"" W","19°14'59.210"" N",2301,183,98,85,5,4,1,178,94,84,172,89,83,155,83,72,142,77,65,130,69,61,10,7,3,13,4,9,23,9,14,13,6,7,12,8,4,23,12,11,62,13,6,7
09,Ciudad de México,013,Xochimilco,0266,Cuahuticultitla," 99°08'30.858"" W","19°13'46.079"" N",2409,135,71,64,5,4,1,130,67,63,126,66,60,105,54,51,99,51,48,92,48,44,9,5,4,16,8,8,14,7,7,6,3,3,7,3,4,23,15,8,43,4,2,2
09,Ciudad de México,013,Xochimilco,0267,Tizilingo," 99°05'00.317"" W","19°14'17.000"" N",2404,225,106,119,6,2,4,219,104,115,213,102,111,173,83,90,158,78,80,142,71,71,11,6,5,35,15,20,39,14,25,15,5,10,16,7,9,34,14,20,70,12,6,6
09,Ciudad de México,013,Xochimilco,0269,Bosques de la Paz," 99°04'30.838"" W","19°13'55.379"" N",2425,201,103,98,7,2,5,194,101,93,188,97,91,156,83,73,142,74,68,132,71,61,9,4,5,29,14,15,32,18,14,14,9,5,10,3,7,29,16,13,63,8,4,4
09,Ciudad de México,013,Xochimilco,0270,Contlalco," 99°07'55.173"" W","19°14'40.550"" N",2339,78,46,32,3,3,0,75,43,32,72,40,32,64,36,28,56,32,24,55,31,24,5,4,1,6,3,3,12,6,6,8,4,4,1,1,0,9,7,2,25,4,1,3
09,Ciudad de México,013,Xochimilco,0271,Tlalmelaca," 99°02'14.005"" W","19°15'49.873"" N",2231,116,49,67,4,2,2,112,47,65,105,44,61,85,38,47,76,36,40,67,32,35,12,5,7,15,4,11,19,5,14,9,2,7,9,4,5,22,8,14,34,4,1,3
09,Ciudad de México,013,Xochimilco,0273,Zacazontlipac," 99°06'27.275"" W","19°11'49.252"" N",2671,575,292,283,23,9,14,552,283,269,534,272,262,485,252,233,453,232,221,419,212,207,19,12,7,48,19,29,61,33,28,32,20,12,34,20,14,90,42,48,170,36,22,14
09,Ciudad de México,013,Xochimilco,0274,Tepetlatzinco," 99°03'28.723"" W","19°13'34.035"" N",2391,12,4,8,0,0,0,12,4,8,12,4,8,12,4,8,11,4,7,10,4,6,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,3,1,2
09,Ciudad de México,013,Xochimilco,0275,El Corazón," 99°06'34.869"" W","19°11'55.222"" N",2658,42,18,24,1,0,1,41,18,23,39,17,22,34,16,18,30,16,14,29,16,13,3,1,2,4,1,3,6,1,5,4,0,4,1,0,1,5,2,3,13,5,3,2
09,Ciudad de México,013,Xochimilco,0276,Ocoxochoca," 99°08'25.903"" W","19°13'31.919"" N",2409,37,18,19,0,0,0,37,18,19,36,18,18,30,15,15,28,13,15,23,13,10,1,0,1,6,3,3,8,5,3,2,2,0,5,0,5,4,2,2,10,4,2,2
09,Ciudad de México,013,Xochimilco,0277,Texcalatlaco," 99°03'07.895"" W","19°14'04.114"" N",2376,32,11,21,1,1,0,31,10,21,29,10,19,24,10,14,22,9,13,22,9,13,5,0,5,2,0,2,4,1,3,2,1,1,0,0,0,2,1,1,8,3,0,3
09,Ciudad de México,013,Xochimilco,0278,Azizicantitla," 99°08'33.834"" W","19°13'27.015"" N",2433,95,49,46,4,2,2,91,47,44,91,47,44,82,43,39,80,43,37,75,42,33,0,0,0,9,4,5,8,2,6,2,0,2,5,1,4,8,3,5,27,15,9,6
09,Ciudad de México,013,Xochimilco,0281,Ahuapixititla," 99°06'24.936"" W","19°12'31.245"" N",2539,25,9,16,0,0,0,25,9,16,23,9,14,19,8,11,18,8,10,16,6,10,4,1,3,2,0,2,2,0,2,1,0,1,2,2,0,2,1,1,6,3,1,2
09,Ciudad de México,013,Xochimilco,0282,El Corral," 99°06'29.620"" W","19°12'28.938"" N",2544,6,2,4,0,0,0,6,2,4,6,2,4,6,2,4,6,2,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,2
09,Ciudad de México,013,Xochimilco,0283,Axomulco," 99°03'59.493"" W","19°13'12.255"" N",2520,47,20,27,0,0,0,47,20,27,47,20,27,40,16,24,39,16,23,34,13,21,1,1,0,6,3,3,6,2,4,1,0,1,5,3,2,7,0,7,11,4,1,3
09,Ciudad de México,013,Xochimilco,0284,Oquetzalpa," 99°07'00.951"" W","19°13'20.773"" N",2373,75,44,31,3,2,1,72,42,30,68,39,29,56,33,23,50,30,20,45,26,19,5,4,1,11,5,6,13,6,7,6,3,3,5,4,1,7,5,2,23,6,5,1
09,Ciudad de México,013,Xochimilco,0285,Texcalpa," 99°08'32.057"" W","19°13'30.243"" N",2421,46,23,23,2,1,1,44,22,22,42,21,21,40,20,20,37,20,17,36,20,16,2,1,1,2,1,1,5,1,4,3,0,3,1,0,1,6,3,3,12,5,4,1
09,Ciudad de México,013,Xochimilco,0286,Acapa," 99°02'40.583"" W","19°13'21.009"" N",2516,9,5,4,0,0,0,9,5,4,9,5,4,9,5,4,8,4,4,7,4,3,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,4,0,0,0
09,Ciudad de México,013,Xochimilco,0287,Ototzingo (Acuario)," 99°03'07.367"" W","19°15'22.165"" N",2231,33,16,17,1,0,1,32,16,16,31,16,15,24,13,11,21,12,9,18,10,8,2,0,2,6,3,3,8,4,4,3,1,2,3,2,1,1,1,0,9,4,2,2
09,Ciudad de México,013,Xochimilco,0289,Zacatongo," 99°07'46.441"" W","19°11'40.753"" N",2629,45,20,25,2,0,2,43,20,23,41,19,22,37,16,21,34,16,18,29,14,15,3,2,1,3,2,1,5,2,3,3,0,3,5,2,3,4,1,3,15,0,0,0
09,Ciudad de México,013,Xochimilco,0290,Ampliacion Tlapanoya Baja," 99°08'03.756"" W","19°14'28.019"" N",2370,60,29,31,5,2,3,55,27,28,53,25,28,46,21,25,43,19,24,40,18,22,2,2,0,7,4,3,6,4,2,3,2,1,3,1,2,12,4,8,16,3,2,1
09,Ciudad de México,013,Xochimilco,0291,Ampliación San Bartolo," 99°03'55.344"" W","19°14'06.720"" N",2394,74,34,40,2,1,1,72,33,39,71,33,38,59,29,30,55,28,27,47,24,23,2,1,1,11,3,8,11,3,8,4,1,3,8,4,4,8,2,6,22,5,2,3
09,Ciudad de México,013,Xochimilco,0292,Ampliación San Martín Caballero," 99°03'37.236"" W","19°14'33.713"" N",2379,21,11,10,0,0,0,21,11,10,20,11,9,18,11,7,17,10,7,15,9,6,1,0,1,2,0,2,3,1,2,1,1,0,2,1,1,2,1,1,5,1,0,1
09,Ciudad de México,013,Xochimilco,0293,Techachalictic," 99°03'55.432"" W","19°13'00.981"" N",2554,16,7,9,1,0,1,15,7,8,14,6,8,12,4,8,12,4,8,12,4,8,1,1,0,2,2,0,2,2,0,0,0,0,0,0,0,2,1,1,4,1,0,1
09,Ciudad de México,013,Xochimilco,0294,Las Cubetas," 99°04'51.573"" W","19°13'28.189"" N",2490,27,12,15,2,0,2,25,12,13,22,10,12,21,10,11,21,10,11,19,9,10,3,2,1,1,0,1,1,0,1,0,0,0,2,1,1,3,3,0,9,2,1,1
09,Ciudad de México,013,Xochimilco,0295,San Sebastián," 99°02'22.301"" W","19°15'57.916"" N",2230,27,14,13,1,1,0,26,13,13,25,13,12,22,12,10,20,11,9,19,10,9,1,0,1,3,1,2,5,2,3,2,1,1,1,1,0,5,2,3,10,1,1,0
09,Ciudad de México,013,Xochimilco,9998,Localidades de una vivienda,,,,12,4,8,0,0,0,12,4,8,11,4,7,11,4,7,11,4,7,11,4,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0
09,Ciudad de México,013,Xochimilco,9999,Localidades de dos viviendas,,,,53,25,28,1,1,0,52,24,28,51,23,28,41,20,21,35,16,19,34,15,19,2,1,1,9,3,6,14,7,7,6,4,2,1,1,0,4,2,2,12,7,3,4
09,Ciudad de México,014,Benito Juárez,0001,Benito Juárez," 99°09'28.272"" W","19°22'19.172"" N",2238,434153,232032,202121,9319,4572,4747,424796,227435,197361,417473,223816,193657,393387,211967,181420,382872,206818,176054,372085,201395,170690,11006,5391,5615,20403,10077,10326,24256,11883,12373,10515,5149,5366,10787,5423,5364,33294,16744,16550,123446,87344,52615,34729
09,Ciudad de México,015,Cuauhtémoc,0001,Cuauhtémoc," 99°09'06.781"" W","19°26'29.928"" N",2230,545884,284933,260951,14525,7290,7235,531293,277605,253688,519786,271890,247896,480461,252550,227911,462349,243641,218708,444024,234635,209389,17113,8514,8599,33719,16541,17178,41023,20098,20925,18112,8909,9203,18325,9006,9319,51762,25874,25888,152077,93809,55146,38663
09,Ciudad de México,016,Miguel Hidalgo,0001,Miguel Hidalgo," 99°11'26.716"" W","19°24'26.168"" N",2264,414470,219003,195467,11182,5379,5803,397362,210660,186702,388565,206268,182297,359069,191632,167437,346049,185267,160782,332956,178841,154115,13447,6658,6789,24846,12370,12476,29824,14679,15145,13020,6365,6655,13093,6426,6667,36545,18619,17926,115822,71111,41605,29506
09,Ciudad de México,017,Venustiano Carranza,0001,Venustiano Carranza," 99°06'49.324"" W","19°25'09.343"" N",2230,443704,233586,210118,12749,6235,6514,430540,227141,203399,420142,221888,198254,382101,203320,178781,365208,195012,170196,347576,186203,161373,15997,7944,8053,32442,15877,16565,39089,19115,19974,16893,8308,8585,17632,8809,8823,45461,22446,23015,117331,78964,45947,33017
